
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	cx q[10], q[2]
Gate(  820)	 t q[5]
Gate(  821)	 t q[9]
Gate(  822)	 t q[10]
Gate(  823)	cx q[9], q[5]
Gate(  824)	cx q[10], q[9]
Gate(  825)	cx q[5], q[10]
Gate(  826)	tdg q[9]
Gate(  827)	cx q[5], q[9]
Gate(  828)	tdg q[5]
Gate(  829)	tdg q[9]
Gate(  830)	 t q[10]
Gate(  831)	cx q[10], q[9]
Gate(  832)	cx q[5], q[10]
Gate(  833)	cx q[9], q[5]
Gate(  834)	 h q[10]
Gate(  835)	 h q[9]
Gate(  836)	 t q[7]
Gate(  837)	 t q[6]
Gate(  838)	 t q[9]
Gate(  839)	cx q[6], q[7]
Gate(  840)	cx q[9], q[6]
Gate(  841)	cx q[7], q[9]
Gate(  842)	tdg q[6]
Gate(  843)	cx q[7], q[6]
Gate(  844)	tdg q[7]
Gate(  845)	tdg q[6]
Gate(  846)	 t q[9]
Gate(  847)	cx q[9], q[6]
Gate(  848)	cx q[7], q[9]
Gate(  849)	cx q[6], q[7]
Gate(  850)	 h q[9]
Gate(  851)	 h q[10]
Gate(  852)	 t q[5]
Gate(  853)	 t q[9]
Gate(  854)	 t q[10]
Gate(  855)	cx q[9], q[5]
Gate(  856)	cx q[10], q[9]
Gate(  857)	cx q[5], q[10]
Gate(  858)	tdg q[9]
Gate(  859)	cx q[5], q[9]
Gate(  860)	tdg q[5]
Gate(  861)	tdg q[9]
Gate(  862)	 t q[10]
Gate(  863)	cx q[10], q[9]
Gate(  864)	cx q[5], q[10]
Gate(  865)	cx q[9], q[5]
Gate(  866)	 h q[10]
Gate(  867)	 h q[11]
Gate(  868)	 t q[4]
Gate(  869)	 t q[10]
Gate(  870)	 t q[11]
Gate(  871)	cx q[10], q[4]
Gate(  872)	cx q[11], q[10]
Gate(  873)	cx q[4], q[11]
Gate(  874)	tdg q[10]
Gate(  875)	cx q[4], q[10]
Gate(  876)	tdg q[4]
Gate(  877)	tdg q[10]
Gate(  878)	 t q[11]
Gate(  879)	cx q[11], q[10]
Gate(  880)	cx q[4], q[11]
Gate(  881)	cx q[10], q[4]
Gate(  882)	 h q[11]
Gate(  883)	 h q[1]
Gate(  884)	 t q[8]
Gate(  885)	 t q[7]
Gate(  886)	 t q[1]
Gate(  887)	cx q[7], q[8]
Gate(  888)	cx q[1], q[7]
Gate(  889)	cx q[8], q[1]
Gate(  890)	tdg q[7]
Gate(  891)	cx q[8], q[7]
Gate(  892)	tdg q[8]
Gate(  893)	tdg q[7]
Gate(  894)	 t q[1]
Gate(  895)	cx q[1], q[7]
Gate(  896)	cx q[8], q[1]
Gate(  897)	cx q[7], q[8]
Gate(  898)	 h q[1]
Gate(  899)	 h q[7]
Gate(  900)	 t q[9]
Gate(  901)	 t q[6]
Gate(  902)	 t q[7]
Gate(  903)	cx q[6], q[9]
Gate(  904)	cx q[7], q[6]
Gate(  905)	cx q[9], q[7]
Gate(  906)	tdg q[6]
Gate(  907)	cx q[9], q[6]
Gate(  908)	tdg q[9]
Gate(  909)	tdg q[6]
Gate(  910)	 t q[7]
Gate(  911)	cx q[7], q[6]
Gate(  912)	cx q[9], q[7]
Gate(  913)	cx q[6], q[9]
Gate(  914)	 h q[7]
Gate(  915)	 h q[6]
Gate(  916)	 t q[11]
Gate(  917)	 t q[10]
Gate(  918)	 t q[6]
Gate(  919)	cx q[10], q[11]
Gate(  920)	cx q[6], q[10]
Gate(  921)	cx q[11], q[6]
Gate(  922)	tdg q[10]
Gate(  923)	cx q[11], q[10]
Gate(  924)	tdg q[11]
Gate(  925)	tdg q[10]
Gate(  926)	 t q[6]
Gate(  927)	cx q[6], q[10]
Gate(  928)	cx q[11], q[6]
Gate(  929)	cx q[10], q[11]
Gate(  930)	 h q[6]
Gate(  931)	 h q[7]
Gate(  932)	 t q[9]
Gate(  933)	 t q[6]
Gate(  934)	 t q[7]
Gate(  935)	cx q[6], q[9]
Gate(  936)	cx q[7], q[6]
Gate(  937)	cx q[9], q[7]
Gate(  938)	tdg q[6]
Gate(  939)	cx q[9], q[6]
Gate(  940)	tdg q[9]
Gate(  941)	tdg q[6]
Gate(  942)	 t q[7]
Gate(  943)	cx q[7], q[6]
Gate(  944)	cx q[9], q[7]
Gate(  945)	cx q[6], q[9]
Gate(  946)	 h q[7]
Gate(  947)	 h q[1]
Gate(  948)	 t q[8]
Gate(  949)	 t q[7]
Gate(  950)	 t q[1]
Gate(  951)	cx q[7], q[8]
Gate(  952)	cx q[1], q[7]
Gate(  953)	cx q[8], q[1]
Gate(  954)	tdg q[7]
Gate(  955)	cx q[8], q[7]
Gate(  956)	tdg q[8]
Gate(  957)	tdg q[7]
Gate(  958)	 t q[1]
Gate(  959)	cx q[1], q[7]
Gate(  960)	cx q[8], q[1]
Gate(  961)	cx q[7], q[8]
Gate(  962)	 h q[1]
Gate(  963)	 h q[7]
Gate(  964)	 t q[9]
Gate(  965)	 t q[6]
Gate(  966)	 t q[7]
Gate(  967)	cx q[6], q[9]
Gate(  968)	cx q[7], q[6]
Gate(  969)	cx q[9], q[7]
Gate(  970)	tdg q[6]
Gate(  971)	cx q[9], q[6]
Gate(  972)	tdg q[9]
Gate(  973)	tdg q[6]
Gate(  974)	 t q[7]
Gate(  975)	cx q[7], q[6]
Gate(  976)	cx q[9], q[7]
Gate(  977)	cx q[6], q[9]
Gate(  978)	 h q[7]
Gate(  979)	 h q[6]
Gate(  980)	 t q[11]
Gate(  981)	 t q[10]
Gate(  982)	 t q[6]
Gate(  983)	cx q[10], q[11]
Gate(  984)	cx q[6], q[10]
Gate(  985)	cx q[11], q[6]
Gate(  986)	tdg q[10]
Gate(  987)	cx q[11], q[10]
Gate(  988)	tdg q[11]
Gate(  989)	tdg q[10]
Gate(  990)	 t q[6]
Gate(  991)	cx q[6], q[10]
Gate(  992)	cx q[11], q[6]
Gate(  993)	cx q[10], q[11]
Gate(  994)	 h q[6]
Gate(  995)	 h q[7]
Gate(  996)	 t q[9]
Gate(  997)	 t q[6]
Gate(  998)	 t q[7]
Gate(  999)	cx q[6], q[9]
Gate( 1000)	cx q[7], q[6]
Gate( 1001)	cx q[9], q[7]
Gate( 1002)	tdg q[6]
Gate( 1003)	cx q[9], q[6]
Gate( 1004)	tdg q[9]
Gate( 1005)	tdg q[6]
Gate( 1006)	 t q[7]
Gate( 1007)	cx q[7], q[6]
Gate( 1008)	cx q[9], q[7]
Gate( 1009)	cx q[6], q[9]
Gate( 1010)	 h q[7]
Gate( 1011)	 h q[0]
Gate( 1012)	 t q[1]
Gate( 1013)	 t q[11]
Gate( 1014)	 t q[0]
Gate( 1015)	cx q[11], q[1]
Gate( 1016)	cx q[0], q[11]
Gate( 1017)	cx q[1], q[0]
Gate( 1018)	tdg q[11]
Gate( 1019)	cx q[1], q[11]
Gate( 1020)	tdg q[1]
Gate( 1021)	tdg q[11]
Gate( 1022)	 t q[0]
Gate( 1023)	cx q[0], q[11]
Gate( 1024)	cx q[1], q[0]
Gate( 1025)	cx q[11], q[1]
Gate( 1026)	 h q[0]
Gate( 1027)	 h q[11]
Gate( 1028)	 t q[4]
Gate( 1029)	 t q[10]
Gate( 1030)	 t q[11]
Gate( 1031)	cx q[10], q[4]
Gate( 1032)	cx q[11], q[10]
Gate( 1033)	cx q[4], q[11]
Gate( 1034)	tdg q[10]
Gate( 1035)	cx q[4], q[10]
Gate( 1036)	tdg q[4]
Gate( 1037)	tdg q[10]
Gate( 1038)	 t q[11]
Gate( 1039)	cx q[11], q[10]
Gate( 1040)	cx q[4], q[11]
Gate( 1041)	cx q[10], q[4]
Gate( 1042)	 h q[11]
Gate( 1043)	 h q[10]
Gate( 1044)	 t q[5]
Gate( 1045)	 t q[9]
Gate( 1046)	 t q[10]
Gate( 1047)	cx q[9], q[5]
Gate( 1048)	cx q[10], q[9]
Gate( 1049)	cx q[5], q[10]
Gate( 1050)	tdg q[9]
Gate( 1051)	cx q[5], q[9]
Gate( 1052)	tdg q[5]
Gate( 1053)	tdg q[9]
Gate( 1054)	 t q[10]
Gate( 1055)	cx q[10], q[9]
Gate( 1056)	cx q[5], q[10]
Gate( 1057)	cx q[9], q[5]
Gate( 1058)	 h q[10]
Gate( 1059)	 h q[9]
Gate( 1060)	 t q[7]
Gate( 1061)	 t q[6]
Gate( 1062)	 t q[9]
Gate( 1063)	cx q[6], q[7]
Gate( 1064)	cx q[9], q[6]
Gate( 1065)	cx q[7], q[9]
Gate( 1066)	tdg q[6]
Gate( 1067)	cx q[7], q[6]
Gate( 1068)	tdg q[7]
Gate( 1069)	tdg q[6]
Gate( 1070)	 t q[9]
Gate( 1071)	cx q[9], q[6]
Gate( 1072)	cx q[7], q[9]
Gate( 1073)	cx q[6], q[7]
Gate( 1074)	 h q[9]
Gate( 1075)	 h q[10]
Gate( 1076)	 t q[5]
Gate( 1077)	 t q[9]
Gate( 1078)	 t q[10]
Gate( 1079)	cx q[9], q[5]
Gate( 1080)	cx q[10], q[9]
Gate( 1081)	cx q[5], q[10]
Gate( 1082)	tdg q[9]
Gate( 1083)	cx q[5], q[9]
Gate( 1084)	tdg q[5]
Gate( 1085)	tdg q[9]
Gate( 1086)	 t q[10]
Gate( 1087)	cx q[10], q[9]
Gate( 1088)	cx q[5], q[10]
Gate( 1089)	cx q[9], q[5]
Gate( 1090)	 h q[10]
Gate( 1091)	 h q[11]
Gate( 1092)	 t q[4]
Gate( 1093)	 t q[10]
Gate( 1094)	 t q[11]
Gate( 1095)	cx q[10], q[4]
Gate( 1096)	cx q[11], q[10]
Gate( 1097)	cx q[4], q[11]
Gate( 1098)	tdg q[10]
Gate( 1099)	cx q[4], q[10]
Gate( 1100)	tdg q[4]
Gate( 1101)	tdg q[10]
Gate( 1102)	 t q[11]
Gate( 1103)	cx q[11], q[10]
Gate( 1104)	cx q[4], q[11]
Gate( 1105)	cx q[10], q[4]
Gate( 1106)	 h q[11]
Gate( 1107)	 h q[0]
Gate( 1108)	 t q[1]
Gate( 1109)	 t q[11]
Gate( 1110)	 t q[0]
Gate( 1111)	cx q[11], q[1]
Gate( 1112)	cx q[0], q[11]
Gate( 1113)	cx q[1], q[0]
Gate( 1114)	tdg q[11]
Gate( 1115)	cx q[1], q[11]
Gate( 1116)	tdg q[1]
Gate( 1117)	tdg q[11]
Gate( 1118)	 t q[0]
Gate( 1119)	cx q[0], q[11]
Gate( 1120)	cx q[1], q[0]
Gate( 1121)	cx q[11], q[1]
Gate( 1122)	 h q[0]
Gate( 1123)	 h q[11]
Gate( 1124)	 t q[4]
Gate( 1125)	 t q[10]
Gate( 1126)	 t q[11]
Gate( 1127)	cx q[10], q[4]
Gate( 1128)	cx q[11], q[10]
Gate( 1129)	cx q[4], q[11]
Gate( 1130)	tdg q[10]
Gate( 1131)	cx q[4], q[10]
Gate( 1132)	tdg q[4]
Gate( 1133)	tdg q[10]
Gate( 1134)	 t q[11]
Gate( 1135)	cx q[11], q[10]
Gate( 1136)	cx q[4], q[11]
Gate( 1137)	cx q[10], q[4]
Gate( 1138)	 h q[11]
Gate( 1139)	 h q[10]
Gate( 1140)	 t q[5]
Gate( 1141)	 t q[9]
Gate( 1142)	 t q[10]
Gate( 1143)	cx q[9], q[5]
Gate( 1144)	cx q[10], q[9]
Gate( 1145)	cx q[5], q[10]
Gate( 1146)	tdg q[9]
Gate( 1147)	cx q[5], q[9]
Gate( 1148)	tdg q[5]
Gate( 1149)	tdg q[9]
Gate( 1150)	 t q[10]
Gate( 1151)	cx q[10], q[9]
Gate( 1152)	cx q[5], q[10]
Gate( 1153)	cx q[9], q[5]
Gate( 1154)	 h q[10]
Gate( 1155)	 h q[9]
Gate( 1156)	 t q[7]
Gate( 1157)	 t q[6]
Gate( 1158)	 t q[9]
Gate( 1159)	cx q[6], q[7]
Gate( 1160)	cx q[9], q[6]
Gate( 1161)	cx q[7], q[9]
Gate( 1162)	tdg q[6]
Gate( 1163)	cx q[7], q[6]
Gate( 1164)	tdg q[7]
Gate( 1165)	tdg q[6]
Gate( 1166)	 t q[9]
Gate( 1167)	cx q[9], q[6]
Gate( 1168)	cx q[7], q[9]
Gate( 1169)	cx q[6], q[7]
Gate( 1170)	 h q[9]
Gate( 1171)	 h q[10]
Gate( 1172)	 t q[5]
Gate( 1173)	 t q[9]
Gate( 1174)	 t q[10]
Gate( 1175)	cx q[9], q[5]
Gate( 1176)	cx q[10], q[9]
Gate( 1177)	cx q[5], q[10]
Gate( 1178)	tdg q[9]
Gate( 1179)	cx q[5], q[9]
Gate( 1180)	tdg q[5]
Gate( 1181)	tdg q[9]
Gate( 1182)	 t q[10]
Gate( 1183)	cx q[10], q[9]
Gate( 1184)	cx q[5], q[10]
Gate( 1185)	cx q[9], q[5]
Gate( 1186)	 h q[10]
Gate( 1187)	 h q[11]
Gate( 1188)	 t q[4]
Gate( 1189)	 t q[10]
Gate( 1190)	 t q[11]
Gate( 1191)	cx q[10], q[4]
Gate( 1192)	cx q[11], q[10]
Gate( 1193)	cx q[4], q[11]
Gate( 1194)	tdg q[10]
Gate( 1195)	cx q[4], q[10]
Gate( 1196)	tdg q[4]
Gate( 1197)	tdg q[10]
Gate( 1198)	 t q[11]
Gate( 1199)	cx q[11], q[10]
Gate( 1200)	cx q[4], q[11]
Gate( 1201)	cx q[10], q[4]
Gate( 1202)	 h q[11]
Gate( 1203)	 h q[1]
Gate( 1204)	 t q[8]
Gate( 1205)	 t q[7]
Gate( 1206)	 t q[1]
Gate( 1207)	cx q[7], q[8]
Gate( 1208)	cx q[1], q[7]
Gate( 1209)	cx q[8], q[1]
Gate( 1210)	tdg q[7]
Gate( 1211)	cx q[8], q[7]
Gate( 1212)	tdg q[8]
Gate( 1213)	tdg q[7]
Gate( 1214)	 t q[1]
Gate( 1215)	cx q[1], q[7]
Gate( 1216)	cx q[8], q[1]
Gate( 1217)	cx q[7], q[8]
Gate( 1218)	 h q[1]
Gate( 1219)	 h q[7]
Gate( 1220)	 t q[9]
Gate( 1221)	 t q[6]
Gate( 1222)	 t q[7]
Gate( 1223)	cx q[6], q[9]
Gate( 1224)	cx q[7], q[6]
Gate( 1225)	cx q[9], q[7]
Gate( 1226)	tdg q[6]
Gate( 1227)	cx q[9], q[6]
Gate( 1228)	tdg q[9]
Gate( 1229)	tdg q[6]
Gate( 1230)	 t q[7]
Gate( 1231)	cx q[7], q[6]
Gate( 1232)	cx q[9], q[7]
Gate( 1233)	cx q[6], q[9]
Gate( 1234)	 h q[7]
Gate( 1235)	 h q[6]
Gate( 1236)	 t q[11]
Gate( 1237)	 t q[10]
Gate( 1238)	 t q[6]
Gate( 1239)	cx q[10], q[11]
Gate( 1240)	cx q[6], q[10]
Gate( 1241)	cx q[11], q[6]
Gate( 1242)	tdg q[10]
Gate( 1243)	cx q[11], q[10]
Gate( 1244)	tdg q[11]
Gate( 1245)	tdg q[10]
Gate( 1246)	 t q[6]
Gate( 1247)	cx q[6], q[10]
Gate( 1248)	cx q[11], q[6]
Gate( 1249)	cx q[10], q[11]
Gate( 1250)	 h q[6]
Gate( 1251)	 h q[7]
Gate( 1252)	 t q[9]
Gate( 1253)	 t q[6]
Gate( 1254)	 t q[7]
Gate( 1255)	cx q[6], q[9]
Gate( 1256)	cx q[7], q[6]
Gate( 1257)	cx q[9], q[7]
Gate( 1258)	tdg q[6]
Gate( 1259)	cx q[9], q[6]
Gate( 1260)	tdg q[9]
Gate( 1261)	tdg q[6]
Gate( 1262)	 t q[7]
Gate( 1263)	cx q[7], q[6]
Gate( 1264)	cx q[9], q[7]
Gate( 1265)	cx q[6], q[9]
Gate( 1266)	 h q[7]
Gate( 1267)	 h q[1]
Gate( 1268)	 t q[8]
Gate( 1269)	 t q[7]
Gate( 1270)	 t q[1]
Gate( 1271)	cx q[7], q[8]
Gate( 1272)	cx q[1], q[7]
Gate( 1273)	cx q[8], q[1]
Gate( 1274)	tdg q[7]
Gate( 1275)	cx q[8], q[7]
Gate( 1276)	tdg q[8]
Gate( 1277)	tdg q[7]
Gate( 1278)	 t q[1]
Gate( 1279)	cx q[1], q[7]
Gate( 1280)	cx q[8], q[1]
Gate( 1281)	cx q[7], q[8]
Gate( 1282)	 h q[1]
Gate( 1283)	 h q[7]
Gate( 1284)	 t q[9]
Gate( 1285)	 t q[6]
Gate( 1286)	 t q[7]
Gate( 1287)	cx q[6], q[9]
Gate( 1288)	cx q[7], q[6]
Gate( 1289)	cx q[9], q[7]
Gate( 1290)	tdg q[6]
Gate( 1291)	cx q[9], q[6]
Gate( 1292)	tdg q[9]
Gate( 1293)	tdg q[6]
Gate( 1294)	 t q[7]
Gate( 1295)	cx q[7], q[6]
Gate( 1296)	cx q[9], q[7]
Gate( 1297)	cx q[6], q[9]
Gate( 1298)	 h q[7]
Gate( 1299)	 h q[6]
Gate( 1300)	 t q[11]
Gate( 1301)	 t q[10]
Gate( 1302)	 t q[6]
Gate( 1303)	cx q[10], q[11]
Gate( 1304)	cx q[6], q[10]
Gate( 1305)	cx q[11], q[6]
Gate( 1306)	tdg q[10]
Gate( 1307)	cx q[11], q[10]
Gate( 1308)	tdg q[11]
Gate( 1309)	tdg q[10]
Gate( 1310)	 t q[6]
Gate( 1311)	cx q[6], q[10]
Gate( 1312)	cx q[11], q[6]
Gate( 1313)	cx q[10], q[11]
Gate( 1314)	 h q[6]
Gate( 1315)	 h q[7]
Gate( 1316)	 t q[9]
Gate( 1317)	 t q[6]
Gate( 1318)	 t q[7]
Gate( 1319)	cx q[6], q[9]
Gate( 1320)	cx q[7], q[6]
Gate( 1321)	cx q[9], q[7]
Gate( 1322)	tdg q[6]
Gate( 1323)	cx q[9], q[6]
Gate( 1324)	tdg q[9]
Gate( 1325)	tdg q[6]
Gate( 1326)	 t q[7]
Gate( 1327)	cx q[7], q[6]
Gate( 1328)	cx q[9], q[7]
Gate( 1329)	cx q[6], q[9]
Gate( 1330)	 h q[7]
Gate( 1331)	 h q[0]
Gate( 1332)	 t q[1]
Gate( 1333)	 t q[11]
Gate( 1334)	 t q[0]
Gate( 1335)	cx q[11], q[1]
Gate( 1336)	cx q[0], q[11]
Gate( 1337)	cx q[1], q[0]
Gate( 1338)	tdg q[11]
Gate( 1339)	cx q[1], q[11]
Gate( 1340)	tdg q[1]
Gate( 1341)	tdg q[11]
Gate( 1342)	 t q[0]
Gate( 1343)	cx q[0], q[11]
Gate( 1344)	cx q[1], q[0]
Gate( 1345)	cx q[11], q[1]
Gate( 1346)	 h q[0]
Gate( 1347)	 h q[11]
Gate( 1348)	 t q[4]
Gate( 1349)	 t q[10]
Gate( 1350)	 t q[11]
Gate( 1351)	cx q[10], q[4]
Gate( 1352)	cx q[11], q[10]
Gate( 1353)	cx q[4], q[11]
Gate( 1354)	tdg q[10]
Gate( 1355)	cx q[4], q[10]
Gate( 1356)	tdg q[4]
Gate( 1357)	tdg q[10]
Gate( 1358)	 t q[11]
Gate( 1359)	cx q[11], q[10]
Gate( 1360)	cx q[4], q[11]
Gate( 1361)	cx q[10], q[4]
Gate( 1362)	 h q[11]
Gate( 1363)	 h q[10]
Gate( 1364)	 t q[5]
Gate( 1365)	 t q[9]
Gate( 1366)	 t q[10]
Gate( 1367)	cx q[9], q[5]
Gate( 1368)	cx q[10], q[9]
Gate( 1369)	cx q[5], q[10]
Gate( 1370)	tdg q[9]
Gate( 1371)	cx q[5], q[9]
Gate( 1372)	tdg q[5]
Gate( 1373)	tdg q[9]
Gate( 1374)	 t q[10]
Gate( 1375)	cx q[10], q[9]
Gate( 1376)	cx q[5], q[10]
Gate( 1377)	cx q[9], q[5]
Gate( 1378)	 h q[10]
Gate( 1379)	 h q[9]
Gate( 1380)	 t q[7]
Gate( 1381)	 t q[6]
Gate( 1382)	 t q[9]
Gate( 1383)	cx q[6], q[7]
Gate( 1384)	cx q[9], q[6]
Gate( 1385)	cx q[7], q[9]
Gate( 1386)	tdg q[6]
Gate( 1387)	cx q[7], q[6]
Gate( 1388)	tdg q[7]
Gate( 1389)	tdg q[6]
Gate( 1390)	 t q[9]
Gate( 1391)	cx q[9], q[6]
Gate( 1392)	cx q[7], q[9]
Gate( 1393)	cx q[6], q[7]
Gate( 1394)	 h q[9]
Gate( 1395)	 h q[10]
Gate( 1396)	 t q[5]
Gate( 1397)	 t q[9]
Gate( 1398)	 t q[10]
Gate( 1399)	cx q[9], q[5]
Gate( 1400)	cx q[10], q[9]
Gate( 1401)	cx q[5], q[10]
Gate( 1402)	tdg q[9]
Gate( 1403)	cx q[5], q[9]
Gate( 1404)	tdg q[5]
Gate( 1405)	tdg q[9]
Gate( 1406)	 t q[10]
Gate( 1407)	cx q[10], q[9]
Gate( 1408)	cx q[5], q[10]
Gate( 1409)	cx q[9], q[5]
Gate( 1410)	 h q[10]
Gate( 1411)	 h q[11]
Gate( 1412)	 t q[4]
Gate( 1413)	 t q[10]
Gate( 1414)	 t q[11]
Gate( 1415)	cx q[10], q[4]
Gate( 1416)	cx q[11], q[10]
Gate( 1417)	cx q[4], q[11]
Gate( 1418)	tdg q[10]
Gate( 1419)	cx q[4], q[10]
Gate( 1420)	tdg q[4]
Gate( 1421)	tdg q[10]
Gate( 1422)	 t q[11]
Gate( 1423)	cx q[11], q[10]
Gate( 1424)	cx q[4], q[11]
Gate( 1425)	cx q[10], q[4]
Gate( 1426)	 h q[11]
Gate( 1427)	 h q[0]
Gate( 1428)	 t q[1]
Gate( 1429)	 t q[11]
Gate( 1430)	 t q[0]
Gate( 1431)	cx q[11], q[1]
Gate( 1432)	cx q[0], q[11]
Gate( 1433)	cx q[1], q[0]
Gate( 1434)	tdg q[11]
Gate( 1435)	cx q[1], q[11]
Gate( 1436)	tdg q[1]
Gate( 1437)	tdg q[11]
Gate( 1438)	 t q[0]
Gate( 1439)	cx q[0], q[11]
Gate( 1440)	cx q[1], q[0]
Gate( 1441)	cx q[11], q[1]
Gate( 1442)	 h q[0]
Gate( 1443)	 h q[11]
Gate( 1444)	 t q[4]
Gate( 1445)	 t q[10]
Gate( 1446)	 t q[11]
Gate( 1447)	cx q[10], q[4]
Gate( 1448)	cx q[11], q[10]
Gate( 1449)	cx q[4], q[11]
Gate( 1450)	tdg q[10]
Gate( 1451)	cx q[4], q[10]
Gate( 1452)	tdg q[4]
Gate( 1453)	tdg q[10]
Gate( 1454)	 t q[11]
Gate( 1455)	cx q[11], q[10]
Gate( 1456)	cx q[4], q[11]
Gate( 1457)	cx q[10], q[4]
Gate( 1458)	 h q[11]
Gate( 1459)	 h q[10]
Gate( 1460)	 t q[5]
Gate( 1461)	 t q[9]
Gate( 1462)	 t q[10]
Gate( 1463)	cx q[9], q[5]
Gate( 1464)	cx q[10], q[9]
Gate( 1465)	cx q[5], q[10]
Gate( 1466)	tdg q[9]
Gate( 1467)	cx q[5], q[9]
Gate( 1468)	tdg q[5]
Gate( 1469)	tdg q[9]
Gate( 1470)	 t q[10]
Gate( 1471)	cx q[10], q[9]
Gate( 1472)	cx q[5], q[10]
Gate( 1473)	cx q[9], q[5]
Gate( 1474)	 h q[10]
Gate( 1475)	 h q[9]
Gate( 1476)	 t q[7]
Gate( 1477)	 t q[6]
Gate( 1478)	 t q[9]
Gate( 1479)	cx q[6], q[7]
Gate( 1480)	cx q[9], q[6]
Gate( 1481)	cx q[7], q[9]
Gate( 1482)	tdg q[6]
Gate( 1483)	cx q[7], q[6]
Gate( 1484)	tdg q[7]
Gate( 1485)	tdg q[6]
Gate( 1486)	 t q[9]
Gate( 1487)	cx q[9], q[6]
Gate( 1488)	cx q[7], q[9]
Gate( 1489)	cx q[6], q[7]
Gate( 1490)	 h q[9]
Gate( 1491)	 h q[10]
Gate( 1492)	 t q[5]
Gate( 1493)	 t q[9]
Gate( 1494)	 t q[10]
Gate( 1495)	cx q[9], q[5]
Gate( 1496)	cx q[10], q[9]
Gate( 1497)	cx q[5], q[10]
Gate( 1498)	tdg q[9]
Gate( 1499)	cx q[5], q[9]
Gate( 1500)	tdg q[5]
Gate( 1501)	tdg q[9]
Gate( 1502)	 t q[10]
Gate( 1503)	cx q[10], q[9]
Gate( 1504)	cx q[5], q[10]
Gate( 1505)	cx q[9], q[5]
Gate( 1506)	 h q[10]
Gate( 1507)	 h q[11]
Gate( 1508)	 t q[4]
Gate( 1509)	 t q[10]
Gate( 1510)	 t q[11]
Gate( 1511)	cx q[10], q[4]
Gate( 1512)	cx q[11], q[10]
Gate( 1513)	cx q[4], q[11]
Gate( 1514)	tdg q[10]
Gate( 1515)	cx q[4], q[10]
Gate( 1516)	tdg q[4]
Gate( 1517)	tdg q[10]
Gate( 1518)	 t q[11]
Gate( 1519)	cx q[11], q[10]
Gate( 1520)	cx q[4], q[11]
Gate( 1521)	cx q[10], q[4]
Gate( 1522)	 h q[11]
Gate( 1523)	 x q[8]
Gate( 1524)	 h q[3]
Gate( 1525)	 t q[10]
Gate( 1526)	 t q[8]
Gate( 1527)	 t q[3]
Gate( 1528)	cx q[8], q[10]
Gate( 1529)	cx q[3], q[8]
Gate( 1530)	cx q[10], q[3]
Gate( 1531)	tdg q[8]
Gate( 1532)	cx q[10], q[8]
Gate( 1533)	tdg q[10]
Gate( 1534)	tdg q[8]
Gate( 1535)	 t q[3]
Gate( 1536)	cx q[3], q[8]
Gate( 1537)	cx q[10], q[3]
Gate( 1538)	cx q[8], q[10]
Gate( 1539)	 h q[3]
Gate( 1540)	 h q[0]
Gate( 1541)	 t q[10]
Gate( 1542)	 t q[8]
Gate( 1543)	 t q[0]
Gate( 1544)	cx q[8], q[10]
Gate( 1545)	cx q[0], q[8]
Gate( 1546)	cx q[10], q[0]
Gate( 1547)	tdg q[8]
Gate( 1548)	cx q[10], q[8]
Gate( 1549)	tdg q[10]
Gate( 1550)	tdg q[8]
Gate( 1551)	 t q[0]
Gate( 1552)	cx q[0], q[8]
Gate( 1553)	cx q[10], q[0]
Gate( 1554)	cx q[8], q[10]
Gate( 1555)	 h q[0]
Gate( 1556)	 h q[3]
Gate( 1557)	 t q[8]
Gate( 1558)	 t q[10]
Gate( 1559)	 t q[3]
Gate( 1560)	cx q[10], q[8]
Gate( 1561)	cx q[3], q[10]
Gate( 1562)	cx q[8], q[3]
Gate( 1563)	tdg q[10]
Gate( 1564)	cx q[8], q[10]
Gate( 1565)	tdg q[8]
Gate( 1566)	tdg q[10]
Gate( 1567)	 t q[3]
Gate( 1568)	cx q[3], q[10]
Gate( 1569)	cx q[8], q[3]
Gate( 1570)	cx q[10], q[8]
Gate( 1571)	 h q[3]
Gate( 1572)	 h q[10]
Gate( 1573)	 t q[11]
Gate( 1574)	 t q[9]
Gate( 1575)	 t q[10]
Gate( 1576)	cx q[9], q[11]
Gate( 1577)	cx q[10], q[9]
Gate( 1578)	cx q[11], q[10]
Gate( 1579)	tdg q[9]
Gate( 1580)	cx q[11], q[9]
Gate( 1581)	tdg q[11]
Gate( 1582)	tdg q[9]
Gate( 1583)	 t q[10]
Gate( 1584)	cx q[10], q[9]
Gate( 1585)	cx q[11], q[10]
Gate( 1586)	cx q[9], q[11]
Gate( 1587)	 h q[10]
Gate( 1588)	 h q[3]
Gate( 1589)	 t q[8]
Gate( 1590)	 t q[10]
Gate( 1591)	 t q[3]
Gate( 1592)	cx q[10], q[8]
Gate( 1593)	cx q[3], q[10]
Gate( 1594)	cx q[8], q[3]
Gate( 1595)	tdg q[10]
Gate( 1596)	cx q[8], q[10]
Gate( 1597)	tdg q[8]
Gate( 1598)	tdg q[10]
Gate( 1599)	 t q[3]
Gate( 1600)	cx q[3], q[10]
Gate( 1601)	cx q[8], q[3]
Gate( 1602)	cx q[10], q[8]
Gate( 1603)	 h q[3]
Gate( 1604)	 h q[10]
Gate( 1605)	 t q[11]
Gate( 1606)	 t q[9]
